"","case","year","month","date","time","location","age","race","gender","type","history","history_num","bond","detention","trial","trial_status","result"
"7051",7051,2022,10,2022-10-25,"After","Harris County",34,"White","Male","Violent",1,11,0,1,TRUE,"Released","Acquitted"
"7052",7052,2019,4,2019-04-13,"Before","Harris County",26,"Black","Male","A",0,1,1000,9,FALSE,"n/a","Guilty Plea"
"7053",7053,2022,12,2022-12-07,"After","Harris County",30,"Black","Male","B",1,7,0,1,FALSE,"n/a","Dismissed"
"7054",7054,2021,2,2021-02-06,"After","Other Place",29,"White","Male","B",1,5,2500,73,FALSE,"n/a","Dismissed"
"7055",7055,2021,11,2021-11-22,"After","Harris County",25,"Other","Male","A",1,5,0,1,FALSE,"n/a","Dismissed"
"7056",7056,2019,2,2019-02-19,"Before","Harris County",33,"White","Male","B",1,25,5000,27,TRUE,"Released","Acquitted"
"7057",7057,2019,6,2019-06-22,"Before","Harris County",29,"Black","Male","Violent",0,1,1500,14,FALSE,"n/a","Dismissed"
"7058",7058,2022,5,2022-05-18,"After","Harris County",25,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"7059",7059,2018,11,2018-11-03,"Before","Harris County",26,"Black","Female","B",1,2,1000,1,FALSE,"n/a","Dismissed"
"7060",7060,2019,12,2019-12-31,"Before","Harris County",30,"Latinx","Male","A",1,3,3000,122,FALSE,"n/a","Dismissed"
"7061",7061,2020,8,2020-08-02,"After","Harris County",34,"White","Female","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"7062",7062,2017,9,2017-09-26,"Before","Harris County",53,"White","Male","A",1,11,5000,81,FALSE,"n/a","Guilty Plea"
"7063",7063,2019,4,2019-04-19,"Before","Other Place",28,"Latinx","Female","B",0,1,500,17,FALSE,"n/a","Dismissed"
"7064",7064,2020,6,2020-06-12,"After","Other Place",18,"White","Male","B",1,17,5000,125,FALSE,"n/a","Dismissed"
"7065",7065,2022,10,2022-10-25,"After","Harris County",23,"White","Female","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"7066",7066,2022,9,2022-09-13,"After","Other Place",34,"White","Male","B",0,1,500,12,FALSE,"n/a","Guilty Plea"
"7067",7067,2022,3,2022-03-19,"After","Harris County",39,"White","Male","A",1,4,0,1,FALSE,"n/a","Guilty Plea"
"7068",7068,2018,3,2018-03-21,"Before","Other Place",32,"Black","Male","B",1,3,1500,8,FALSE,"n/a","Guilty Plea"
"7069",7069,2017,11,2017-11-11,"Before","Other Place",34,"Black","Female","B",1,4,2000,22,FALSE,"n/a","Dismissed"
"7070",7070,2017,1,2017-01-04,"Before","Harris County",26,"Latinx","Male","B",1,2,1000,18,FALSE,"n/a","Guilty Plea"
"7071",7071,2021,11,2021-11-27,"After","Other Place",36,"White","Male","A",1,2,2000,1,FALSE,"n/a","Dismissed"
"7072",7072,2020,7,2020-07-08,"After","Harris County",22,"Black","Male","A",1,5,0,1,TRUE,"Released","Acquitted"
"7073",7073,2020,11,2020-11-04,"After","Other Place",34,"Black","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"7074",7074,2020,10,2020-10-20,"After","Harris County",44,"White","Female","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"7075",7075,2022,11,2022-11-24,"After","Other Place",34,"White","Male","B",1,12,5000,37,FALSE,"n/a","Guilty Plea"
"7076",7076,2022,3,2022-03-20,"After","Harris County",28,"Black","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"7077",7077,2018,12,2018-12-07,"Before","Other Place",26,"White","Male","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"7078",7078,2018,2,2018-02-12,"Before","Other Place",35,"White","Male","B",1,2,1000,53,FALSE,"n/a","Dismissed"
"7079",7079,2020,9,2020-09-17,"After","Other Place",27,"Black","Female","B",1,3,1500,127,FALSE,"n/a","Guilty Plea"
"7080",7080,2020,2,2020-02-21,"After","Other Place",24,"White","Male","Violent",0,1,1500,19,FALSE,"n/a","Guilty Plea"
"7081",7081,2022,12,2022-12-15,"After","Other Place",35,"White","Male","B",1,2,1000,31,FALSE,"n/a","Dismissed"
"7082",7082,2017,5,2017-05-26,"Before","Harris County",21,"White","Male","B",1,2,1000,43,FALSE,"n/a","Dismissed"
"7083",7083,2022,7,2022-07-01,"After","Harris County",35,"White","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"7084",7084,2021,9,2021-09-04,"After","Harris County",24,"Other","Male","A",1,6,0,1,FALSE,"n/a","Guilty Plea"
"7085",7085,2021,11,2021-11-22,"After","Harris County",32,"Black","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"7086",7086,2017,10,2017-10-27,"Before","Other Place",27,"Latinx","Male","B",0,1,500,44,FALSE,"n/a","Guilty Plea"
"7087",7087,2021,1,2021-01-18,"After","Other Place",18,"Black","Male","B",1,14,5000,25,FALSE,"n/a","Guilty Plea"
"7088",7088,2020,5,2020-05-27,"After","Other Place",29,"Latinx","Male","A",1,3,3000,16,FALSE,"n/a","Guilty Plea"
"7089",7089,2017,9,2017-09-21,"Before","Harris County",34,"Black","Male","Violent",1,8,10000,103,TRUE,"Detained","Acquitted"
"7090",7090,2020,8,2020-08-17,"After","Other Place",26,"Black","Male","B",0,1,500,40,FALSE,"n/a","Guilty Plea"
"7091",7091,2020,3,2020-03-18,"After","Other Place",20,"Other","Male","A",1,9,5000,4,FALSE,"n/a","Guilty Plea"
"7092",7092,2021,5,2021-05-23,"After","Other Place",28,"Latinx","Male","Violent",1,2,3000,13,FALSE,"n/a","Guilty Plea"
"7093",7093,2021,7,2021-07-12,"After","Harris County",18,"White","Male","B",1,3,0,1,FALSE,"n/a","Dismissed"
"7094",7094,2020,5,2020-05-24,"After","Other Place",28,"Black","Male","A",1,5,5000,59,FALSE,"n/a","Guilty Plea"
"7095",7095,2018,3,2018-03-25,"Before","Other Place",25,"Black","Male","A",1,3,3000,40,FALSE,"n/a","Guilty Plea"
"7096",7096,2017,8,2017-08-06,"Before","Harris County",35,"Black","Male","B",1,2,1000,136,FALSE,"n/a","Guilty Plea"
"7097",7097,2017,2,2017-02-07,"Before","Other Place",23,"White","Male","A",1,7,5000,161,FALSE,"n/a","Dismissed"
"7098",7098,2021,12,2021-12-02,"After","Harris County",46,"Black","Female","A",1,3,0,1,TRUE,"Released","Acquitted"
"7099",7099,2018,1,2018-01-12,"Before","Other Place",26,"Latinx","Male","B",1,3,1500,198,TRUE,"Detained","Convicted"
"7100",7100,2019,9,2019-09-18,"Before","Other Place",39,"Latinx","Male","Violent",0,1,1500,116,TRUE,"Detained","Convicted"
"7101",7101,2018,1,2018-01-07,"Before","Other Place",22,"Latinx","Male","Violent",1,13,10000,56,FALSE,"n/a","Guilty Plea"
"7102",7102,2017,11,2017-11-14,"Before","Harris County",39,"White","Male","Violent",1,4,6000,6,TRUE,"Released","Acquitted"
"7103",7103,2020,11,2020-11-07,"After","Other Place",26,"White","Male","B",1,6,3000,72,FALSE,"n/a","Guilty Plea"
"7104",7104,2017,10,2017-10-05,"Before","Other Place",30,"White","Female","A",0,1,1000,1,FALSE,"n/a","Dismissed"
"7105",7105,2017,5,2017-05-16,"Before","Harris County",39,"Other","Male","Violent",1,9,10000,47,FALSE,"n/a","Dismissed"
"7106",7106,2018,7,2018-07-05,"Before","Harris County",35,"White","Male","B",1,16,5000,9,FALSE,"n/a","Guilty Plea"
"7107",7107,2017,7,2017-07-27,"Before","Other Place",34,"White","Male","B",1,8,4000,14,TRUE,"Released","Acquitted"
"7108",7108,2020,4,2020-04-27,"After","Other Place",33,"Latinx","Male","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"7109",7109,2018,8,2018-08-12,"Before","Harris County",41,"Latinx","Male","Violent",1,6,9000,17,FALSE,"n/a","Guilty Plea"
"7110",7110,2017,1,2017-01-31,"Before","Other Place",35,"Latinx","Male","A",1,7,5000,48,FALSE,"n/a","Guilty Plea"
"7111",7111,2019,6,2019-06-04,"Before","Other Place",33,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"7112",7112,2021,3,2021-03-11,"After","Other Place",36,"White","Male","B",1,11,5000,35,FALSE,"n/a","Dismissed"
"7113",7113,2020,6,2020-06-25,"After","Other Place",40,"White","Male","A",0,1,1000,1,TRUE,"Released","Acquitted"
"7114",7114,2018,9,2018-09-20,"Before","Other Place",37,"Black","Male","Violent",1,2,3000,62,FALSE,"n/a","Guilty Plea"
"7115",7115,2019,6,2019-06-25,"Before","Harris County",31,"Black","Male","B",1,2,1000,50,FALSE,"n/a","Guilty Plea"
"7116",7116,2017,1,2017-01-02,"Before","Harris County",48,"White","Male","B",1,5,2500,38,FALSE,"n/a","Guilty Plea"
"7117",7117,2017,7,2017-07-09,"Before","Other Place",18,"White","Male","B",1,29,5000,75,FALSE,"n/a","Guilty Plea"
"7118",7118,2017,10,2017-10-08,"Before","Other Place",39,"White","Female","A",0,1,1000,20,FALSE,"n/a","Dismissed"
"7119",7119,2022,11,2022-11-09,"After","Other Place",30,"Black","Male","A",1,8,5000,22,FALSE,"n/a","Guilty Plea"
"7120",7120,2020,8,2020-08-27,"After","Harris County",30,"Black","Male","B",1,2,0,1,TRUE,"Released","Acquitted"
"7121",7121,2017,8,2017-08-15,"Before","Other Place",44,"Latinx","Female","B",1,3,1500,104,FALSE,"n/a","Guilty Plea"
"7122",7122,2021,3,2021-03-27,"After","Harris County",34,"Black","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"7123",7123,2018,4,2018-04-14,"Before","Other Place",27,"Latinx","Male","A",1,3,3000,121,FALSE,"n/a","Dismissed"
"7124",7124,2017,11,2017-11-22,"Before","Other Place",31,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"7125",7125,2021,3,2021-03-06,"After","Harris County",21,"White","Male","B",1,7,0,1,FALSE,"n/a","Dismissed"
"7126",7126,2017,3,2017-03-17,"Before","Other Place",23,"Latinx","Female","A",1,4,4000,108,FALSE,"n/a","Guilty Plea"
"7127",7127,2018,4,2018-04-09,"Before","Harris County",29,"Black","Male","B",1,3,1500,54,FALSE,"n/a","Guilty Plea"
"7128",7128,2021,12,2021-12-29,"After","Other Place",18,"Black","Female","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"7129",7129,2022,6,2022-06-29,"After","Harris County",22,"Latinx","Male","A",1,3,0,1,FALSE,"n/a","Guilty Plea"
"7130",7130,2020,11,2020-11-18,"After","Harris County",29,"Black","Male","A",0,1,0,1,TRUE,"Released","Convicted"
"7131",7131,2022,4,2022-04-17,"After","Other Place",20,"White","Male","A",1,5,5000,58,FALSE,"n/a","Guilty Plea"
"7132",7132,2018,9,2018-09-17,"Before","Harris County",24,"White","Male","B",1,15,5000,8,FALSE,"n/a","Guilty Plea"
"7133",7133,2017,6,2017-06-27,"Before","Harris County",48,"Black","Male","B",1,2,1000,40,FALSE,"n/a","Guilty Plea"
"7134",7134,2018,3,2018-03-05,"Before","Other Place",24,"Latinx","Male","B",0,1,500,10,TRUE,"Released","Acquitted"
"7135",7135,2017,11,2017-11-25,"Before","Harris County",26,"Black","Male","B",1,8,4000,22,FALSE,"n/a","Dismissed"
"7136",7136,2022,5,2022-05-15,"After","Harris County",42,"Other","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"7137",7137,2018,5,2018-05-09,"Before","Other Place",28,"Black","Male","A",1,2,2000,1,FALSE,"n/a","Guilty Plea"
"7138",7138,2021,1,2021-01-22,"After","Harris County",27,"Black","Male","Violent",1,14,0,1,FALSE,"n/a","Guilty Plea"
"7139",7139,2021,5,2021-05-05,"After","Other Place",28,"White","Male","B",1,7,3500,30,FALSE,"n/a","Dismissed"
"7140",7140,2022,12,2022-12-07,"After","Harris County",23,"Black","Female","B",1,3,0,1,FALSE,"n/a","Dismissed"
"7141",7141,2019,4,2019-04-25,"Before","Other Place",24,"White","Female","A",1,2,2000,1,FALSE,"n/a","Dismissed"
"7142",7142,2021,12,2021-12-28,"After","Harris County",29,"Black","Male","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"7143",7143,2018,3,2018-03-11,"Before","Other Place",33,"White","Male","B",1,5,2500,50,FALSE,"n/a","Guilty Plea"
"7144",7144,2017,12,2017-12-07,"Before","Other Place",40,"Latinx","Male","B",0,1,500,54,FALSE,"n/a","Dismissed"
"7145",7145,2017,7,2017-07-20,"Before","Other Place",42,"Black","Male","B",1,9,4500,105,FALSE,"n/a","Guilty Plea"
"7146",7146,2017,11,2017-11-25,"Before","Harris County",37,"Black","Male","B",1,2,1000,4,FALSE,"n/a","Guilty Plea"
"7147",7147,2022,12,2022-12-25,"After","Harris County",34,"Latinx","Male","B",1,7,0,1,TRUE,"Released","Acquitted"
"7148",7148,2017,10,2017-10-03,"Before","Other Place",25,"Latinx","Male","B",1,10,5000,59,FALSE,"n/a","Guilty Plea"
"7149",7149,2017,11,2017-11-11,"Before","Harris County",23,"White","Male","Violent",1,5,7500,6,FALSE,"n/a","Guilty Plea"
"7150",7150,2021,4,2021-04-04,"After","Other Place",25,"White","Male","A",1,21,5000,1,FALSE,"n/a","Guilty Plea"
"7151",7151,2019,2,2019-02-09,"Before","Harris County",23,"Black","Male","B",1,6,3000,15,FALSE,"n/a","Guilty Plea"
"7152",7152,2021,12,2021-12-23,"After","Harris County",28,"Black","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"7153",7153,2020,12,2020-12-14,"After","Harris County",27,"White","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"7154",7154,2021,1,2021-01-21,"After","Harris County",53,"White","Male","B",1,8,0,1,FALSE,"n/a","Guilty Plea"
"7155",7155,2019,1,2019-01-05,"Before","Other Place",40,"Latinx","Male","B",1,14,5000,1,FALSE,"n/a","Dismissed"
"7156",7156,2019,3,2019-03-10,"Before","Other Place",41,"Other","Female","B",0,1,500,1,FALSE,"n/a","Dismissed"
"7157",7157,2021,12,2021-12-19,"After","Harris County",26,"Latinx","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"7158",7158,2017,10,2017-10-27,"Before","Harris County",46,"Black","Male","B",1,3,1500,100,FALSE,"n/a","Guilty Plea"
"7159",7159,2017,5,2017-05-03,"Before","Other Place",21,"White","Male","B",1,3,1500,61,FALSE,"n/a","Guilty Plea"
"7160",7160,2019,3,2019-03-30,"Before","Other Place",23,"Black","Female","Violent",1,7,10000,53,FALSE,"n/a","Guilty Plea"
"7161",7161,2019,6,2019-06-11,"Before","Harris County",58,"White","Male","Violent",1,5,7500,80,FALSE,"n/a","Guilty Plea"
"7162",7162,2020,1,2020-01-09,"After","Harris County",25,"White","Male","A",0,1,0,1,FALSE,"n/a","Dismissed"
"7163",7163,2017,6,2017-06-24,"Before","Harris County",21,"White","Male","A",1,10,5000,9,FALSE,"n/a","Dismissed"
"7164",7164,2020,11,2020-11-11,"After","Other Place",32,"White","Female","A",1,2,2000,5,FALSE,"n/a","Guilty Plea"
"7165",7165,2020,8,2020-08-30,"After","Harris County",45,"Black","Female","B",1,7,0,1,FALSE,"n/a","Dismissed"
"7166",7166,2020,12,2020-12-18,"After","Other Place",44,"White","Male","A",1,10,5000,10,FALSE,"n/a","Guilty Plea"
"7167",7167,2019,11,2019-11-22,"Before","Other Place",30,"White","Male","Violent",1,2,3000,1,FALSE,"n/a","Dismissed"
"7168",7168,2018,9,2018-09-14,"Before","Other Place",18,"White","Male","B",1,25,5000,1,FALSE,"n/a","Guilty Plea"
"7169",7169,2018,10,2018-10-19,"Before","Other Place",30,"White","Male","B",1,13,5000,39,TRUE,"Detained","Acquitted"
"7170",7170,2019,12,2019-12-19,"Before","Other Place",34,"Black","Male","Violent",1,3,4500,16,FALSE,"n/a","Dismissed"
"7171",7171,2018,5,2018-05-02,"Before","Harris County",49,"White","Male","Violent",1,4,6000,1,FALSE,"n/a","Guilty Plea"
"7172",7172,2022,6,2022-06-08,"After","Other Place",27,"Black","Male","Violent",1,10,10000,19,FALSE,"n/a","Guilty Plea"
"7173",7173,2020,6,2020-06-11,"After","Other Place",33,"Latinx","Female","A",0,1,1000,4,FALSE,"n/a","Guilty Plea"
"7174",7174,2020,12,2020-12-03,"After","Harris County",26,"Black","Male","B",1,19,0,1,FALSE,"n/a","Guilty Plea"
"7175",7175,2022,9,2022-09-21,"After","Other Place",27,"White","Male","Violent",1,2,3000,1,FALSE,"n/a","Dismissed"
"7176",7176,2017,3,2017-03-02,"Before","Other Place",31,"White","Male","Violent",0,1,1500,91,FALSE,"n/a","Guilty Plea"
"7177",7177,2019,4,2019-04-27,"Before","Other Place",37,"Black","Female","B",0,1,500,35,FALSE,"n/a","Dismissed"
"7178",7178,2018,2,2018-02-19,"Before","Other Place",27,"Black","Male","Violent",0,1,1500,29,FALSE,"n/a","Guilty Plea"
"7179",7179,2021,11,2021-11-05,"After","Harris County",29,"White","Female","A",1,8,0,1,FALSE,"n/a","Guilty Plea"
"7180",7180,2020,9,2020-09-16,"After","Harris County",49,"Black","Female","B",1,7,0,1,FALSE,"n/a","Guilty Plea"
"7181",7181,2022,12,2022-12-10,"After","Other Place",28,"Black","Male","B",1,10,5000,47,FALSE,"n/a","Guilty Plea"
"7182",7182,2019,7,2019-07-17,"Before","Harris County",46,"Latinx","Male","A",0,1,1000,1,FALSE,"n/a","Dismissed"
"7183",7183,2018,2,2018-02-13,"Before","Other Place",46,"Black","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"7184",7184,2019,11,2019-11-05,"Before","Other Place",42,"Black","Male","B",1,5,2500,32,FALSE,"n/a","Guilty Plea"
"7185",7185,2019,1,2019-01-05,"Before","Other Place",45,"Latinx","Male","A",1,17,5000,44,FALSE,"n/a","Guilty Plea"
"7186",7186,2022,12,2022-12-21,"After","Other Place",24,"Latinx","Male","B",1,6,3000,98,FALSE,"n/a","Dismissed"
"7187",7187,2021,7,2021-07-17,"After","Harris County",38,"White","Male","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"7188",7188,2019,6,2019-06-29,"Before","Other Place",33,"White","Female","A",0,1,1000,30,FALSE,"n/a","Guilty Plea"
"7189",7189,2020,1,2020-01-19,"After","Other Place",36,"Black","Male","B",0,1,500,131,FALSE,"n/a","Dismissed"
"7190",7190,2020,4,2020-04-25,"After","Other Place",44,"Black","Male","B",0,1,500,73,FALSE,"n/a","Guilty Plea"
"7191",7191,2021,9,2021-09-09,"After","Other Place",26,"Other","Male","B",0,1,500,1,FALSE,"n/a","Dismissed"
"7192",7192,2021,8,2021-08-12,"After","Other Place",33,"Black","Male","Violent",1,6,9000,19,FALSE,"n/a","Guilty Plea"
"7193",7193,2017,9,2017-09-05,"Before","Other Place",38,"Latinx","Male","B",1,5,2500,1,FALSE,"n/a","Guilty Plea"
"7194",7194,2021,8,2021-08-05,"After","Other Place",24,"Black","Male","B",1,11,5000,158,FALSE,"n/a","Guilty Plea"
"7195",7195,2018,4,2018-04-25,"Before","Harris County",27,"White","Female","A",1,3,3000,32,FALSE,"n/a","Dismissed"
"7196",7196,2018,4,2018-04-30,"Before","Harris County",18,"White","Male","A",1,12,5000,42,FALSE,"n/a","Guilty Plea"
"7197",7197,2019,8,2019-08-18,"Before","Harris County",60,"Black","Male","Violent",0,1,1500,19,FALSE,"n/a","Guilty Plea"
"7198",7198,2018,10,2018-10-14,"Before","Other Place",24,"Black","Male","B",1,5,2500,1,FALSE,"n/a","Dismissed"
"7199",7199,2020,5,2020-05-16,"After","Other Place",29,"White","Male","A",1,5,5000,1,FALSE,"n/a","Guilty Plea"
"7200",7200,2018,2,2018-02-27,"Before","Other Place",19,"White","Male","B",0,1,500,1,FALSE,"n/a","Dismissed"
"7201",7201,2020,10,2020-10-13,"After","Other Place",45,"White","Male","Violent",0,1,1500,48,TRUE,"Detained","Acquitted"
"7202",7202,2022,12,2022-12-17,"After","Other Place",38,"Black","Male","A",1,5,5000,71,TRUE,"Detained","Convicted"
"7203",7203,2019,8,2019-08-21,"Before","Harris County",37,"White","Male","A",1,2,2000,44,TRUE,"Detained","Convicted"
"7204",7204,2019,9,2019-09-24,"Before","Harris County",24,"Black","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"7205",7205,2018,1,2018-01-16,"Before","Harris County",27,"Black","Male","Violent",1,8,10000,7,FALSE,"n/a","Guilty Plea"
"7206",7206,2020,2,2020-02-01,"After","Harris County",26,"White","Female","Violent",1,12,0,1,FALSE,"n/a","Guilty Plea"
"7207",7207,2018,12,2018-12-14,"Before","Other Place",38,"White","Female","B",1,6,3000,28,FALSE,"n/a","Guilty Plea"
"7208",7208,2017,5,2017-05-20,"Before","Other Place",42,"White","Female","B",1,3,1500,97,FALSE,"n/a","Dismissed"
"7209",7209,2022,5,2022-05-24,"After","Other Place",32,"Black","Male","B",1,13,5000,1,FALSE,"n/a","Guilty Plea"
"7210",7210,2019,9,2019-09-04,"Before","Harris County",27,"Other","Male","B",0,1,500,11,FALSE,"n/a","Guilty Plea"
"7211",7211,2018,9,2018-09-07,"Before","Harris County",28,"Black","Male","A",1,6,5000,107,FALSE,"n/a","Dismissed"
"7212",7212,2020,6,2020-06-11,"After","Harris County",19,"Black","Female","B",1,2,0,1,FALSE,"n/a","Dismissed"
"7213",7213,2019,9,2019-09-19,"Before","Other Place",23,"Black","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"7214",7214,2021,8,2021-08-10,"After","Harris County",31,"White","Male","Violent",1,4,0,1,TRUE,"Released","Acquitted"
"7215",7215,2017,10,2017-10-26,"Before","Harris County",48,"Black","Male","B",1,17,5000,86,FALSE,"n/a","Guilty Plea"
"7216",7216,2018,4,2018-04-30,"Before","Harris County",25,"Latinx","Male","A",1,9,5000,60,FALSE,"n/a","Guilty Plea"
"7217",7217,2022,1,2022-01-30,"After","Harris County",27,"Other","Male","Violent",1,4,0,1,TRUE,"Released","Acquitted"
"7218",7218,2018,2,2018-02-19,"Before","Harris County",37,"Black","Male","B",1,16,5000,71,FALSE,"n/a","Guilty Plea"
"7219",7219,2017,3,2017-03-29,"Before","Harris County",31,"Latinx","Male","B",1,6,3000,9,FALSE,"n/a","Guilty Plea"
"7220",7220,2021,10,2021-10-31,"After","Other Place",38,"Black","Male","B",1,6,3000,1,FALSE,"n/a","Guilty Plea"
"7221",7221,2019,4,2019-04-12,"Before","Harris County",37,"White","Male","B",1,3,1500,5,FALSE,"n/a","Guilty Plea"
"7222",7222,2021,1,2021-01-10,"After","Other Place",40,"White","Male","B",1,6,3000,14,FALSE,"n/a","Guilty Plea"
"7223",7223,2020,6,2020-06-13,"After","Other Place",30,"Black","Male","Violent",1,6,9000,45,FALSE,"n/a","Guilty Plea"
"7224",7224,2021,5,2021-05-02,"After","Other Place",30,"Latinx","Male","B",1,2,1000,1,FALSE,"n/a","Dismissed"
"7225",7225,2022,7,2022-07-21,"After","Harris County",25,"Black","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"7226",7226,2021,7,2021-07-01,"After","Harris County",37,"Latinx","Male","Violent",1,16,0,1,FALSE,"n/a","Guilty Plea"
"7227",7227,2018,7,2018-07-19,"Before","Harris County",32,"Latinx","Male","B",1,2,1000,107,FALSE,"n/a","Guilty Plea"
"7228",7228,2022,6,2022-06-11,"After","Other Place",34,"Black","Male","A",0,1,1000,113,FALSE,"n/a","Guilty Plea"
"7229",7229,2020,6,2020-06-18,"After","Harris County",38,"Black","Male","B",1,2,0,1,FALSE,"n/a","Guilty Plea"
"7230",7230,2022,8,2022-08-14,"After","Other Place",27,"Latinx","Male","Violent",0,1,1500,10,FALSE,"n/a","Dismissed"
"7231",7231,2021,8,2021-08-27,"After","Other Place",25,"Black","Male","A",1,6,5000,1,FALSE,"n/a","Dismissed"
"7232",7232,2020,1,2020-01-30,"After","Other Place",35,"Black","Female","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"7233",7233,2020,6,2020-06-18,"After","Harris County",37,"Black","Male","Violent",1,6,0,1,FALSE,"n/a","Dismissed"
